id,contract,date,shift,area,block,equipo,bank,project,drill_type,drill_code,hour_from,hour_to,rop,hardness,high
1035,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,FERROBAMBA,B215,TD079,BK-665,PRODUCCION,DTH,DTH-95,16.6,17.03,32.0,7.5,13.2
1036,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,FERROBAMBA,B206,TD079,BK-179,PRODUCCION,DTH,DTH-20,17.52,18.46,33.02,7.5,28.9
1046,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B101,TD091,BK-495,PRODUCCION,RTR,RTR-64,7.42,7.81,31.03,8.2,12.0
1047,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD091,BK-130,PRODUCCION,RTR,RTR-98,8.23,9.31,27.52,8.2,27.8
1048,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B215,TD091,BK-688,PRODUCCION,RTR,RTR-12,9.61,10.69,30.75,8.2,29.5
1049,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD091,BK-836,PRODUCCION,RTR,RTR-78,10.76,11.17,30.02,8.2,10.6
1050,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B101,TD091,BK-762,PRODUCCION,RTR,RTR-39,11.65,12.93,31.21,8.2,42.5
1051,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD091,BK-736,PRODUCCION,RTR,RTR-81,13.08,13.65,29.32,8.2,16.4
1052,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B206,TD091,BK-733,PRODUCCION,RTR,RTR-35,13.86,14.74,31.43,8.2,25.5
1053,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B323,TD091,BK-627,PRODUCCION,RTR,RTR-30,15.09,15.71,30.93,8.2,18.9
1054,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD091,BK-141,PRODUCCION,RTR,RTR-21,15.97,17.33,30.27,8.2,40.0
1064,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B206,TD092,BK-932,PRODUCCION,RTR,RTR-92,7.17,8.51,23.96,7.0,34.1
1065,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD092,BK-437,PRODUCCION,RTR,RTR-59,8.92,9.66,24.92,7.0,19.1
1066,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B215,TD092,BK-947,PRODUCCION,RTR,RTR-47,9.96,11.26,25.39,7.0,33.6
1067,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B206,TD092,BK-761,PRODUCCION,RTR,RTR-25,11.66,12.65,25.26,7.0,26.6
1068,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B101,TD092,BK-939,PRODUCCION,RTR,RTR-65,12.88,13.57,27.62,7.0,20.7
1069,Mina Bambas Rotativas - Chalcobamba,2026-01-12,A,CHALCOBAMBA,B323,TD092,BK-591,PRODUCCION,RTR,RTR-18,13.86,14.38,27.34,7.0,13.8
1070,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B323,TD092,BK-325,PRODUCCION,RTR,RTR-55,14.61,15.9,27.66,7.0,34.9
1071,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B101,TD092,BK-665,PRODUCCION,RTR,RTR-19,16.4,17.45,23.93,7.0,23.4
1072,Mina Bambas Rotativas - Ferrobamba,2026-01-12,A,CHALCOBAMBA,B206,TD092,BK-867,PRODUCCION,RTR,RTR-90,17.68,18.38,26.01,7.0,16.7
928,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B206,TD030,BK-650,PRODUCCION,DTH,DTH-80,0.53,1.06,27.35,7.8,14.8
929,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD030,BK-763,PRODUCCION,DTH,DTH-82,1.28,1.77,26.62,7.8,12.9
930,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD030,BK-870,PRODUCCION,DTH,DTH-52,2.23,3.2,23.63,7.8,22.0
931,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD030,BK-237,PRODUCCION,DTH,DTH-47,3.45,4.74,24.57,7.8,30.2
932,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD030,BK-699,PRODUCCION,DTH,DTH-11,5.09,6.34,23.64,7.8,31.6
924,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD030,BK-796,PRODUCCION,DTH,DTH-83,19.85,20.67,26.02,7.8,23.1
925,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD030,BK-254,PRODUCCION,DTH,DTH-67,20.82,22.03,27.82,7.8,35.2
926,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD030,BK-764,PRODUCCION,DTH,DTH-88,22.34,22.75,26.65,7.8,10.7
927,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD030,BK-205,PRODUCCION,DTH,DTH-74,23.01,0.12,23.77,7.8,25.1
948,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B206,TD072,BK-647,PRODUCCION,DTH,DTH-57,0.87,1.8,28.2,4.1,26.5
949,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD072,BK-841,PRODUCCION,DTH,DTH-51,2.07,3.27,25.56,4.1,30.6
950,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B215,TD072,BK-376,PRODUCCION,DTH,DTH-74,3.29,3.97,28.59,4.1,17.2
951,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD072,BK-209,PRODUCCION,DTH,DTH-57,4.28,4.92,27.53,4.1,18.4
952,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD072,BK-232,PRODUCCION,DTH,DTH-89,5.21,5.99,27.15,4.1,18.7
943,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B206,TD072,BK-864,PRODUCCION,DTH,DTH-97,19.12,19.64,29.01,4.1,15.3
944,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B215,TD072,BK-736,PRODUCCION,DTH,DTH-19,20.11,20.64,25.92,4.1,13.6
945,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD072,BK-716,PRODUCCION,DTH,DTH-31,21.14,22.2,25.7,4.1,30.0
946,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD072,BK-986,PRODUCCION,DTH,DTH-43,22.47,23.43,26.26,4.1,27.7
947,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B101,TD072,BK-386,PRODUCCION,DTH,DTH-50,23.93,0.58,26.86,4.1,15.6
968,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD073,BK-776,PRODUCCION,DTH,DTH-20,0.25,1.45,31.34,5.5,36.3
969,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD073,BK-783,PRODUCCION,DTH,DTH-49,1.91,2.94,28.58,5.5,30.6
970,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD073,BK-607,PRODUCCION,DTH,DTH-77,3.01,4.21,31.43,5.5,33.8
971,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD073,BK-509,PRODUCCION,DTH,DTH-86,4.5,5.53,28.59,5.5,27.3
972,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B206,TD073,BK-639,PRODUCCION,DTH,DTH-75,5.8,6.32,26.67,5.5,13.3
962,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD073,BK-898,PRODUCCION,DTH,DTH-94,19.09,19.63,29.74,5.5,17.5
963,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD073,BK-779,PRODUCCION,DTH,DTH-37,19.81,20.5,28.02,5.5,18.9
964,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B206,TD073,BK-942,PRODUCCION,DTH,DTH-23,20.54,20.9,26.79,5.5,9.5
965,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD073,BK-384,PRODUCCION,DTH,DTH-27,21.02,21.74,27.23,5.5,19.3
966,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B206,TD073,BK-285,PRODUCCION,DTH,DTH-91,22.17,23.31,29.18,5.5,29.3
967,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD073,BK-335,PRODUCCION,DTH,DTH-95,23.53,0.12,27.52,5.5,14.0
992,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD074,BK-835,PRODUCCION,DTH,DTH-90,0.9,1.33,33.19,7.1,12.7
993,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD074,BK-502,PRODUCCION,DTH,DTH-33,1.35,1.97,32.55,7.1,19.5
994,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD074,BK-684,PRODUCCION,DTH,DTH-61,2.28,3.18,31.72,7.1,24.6
995,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B206,TD074,BK-309,PRODUCCION,DTH,DTH-56,3.56,4.38,30.13,7.1,23.1
996,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD074,BK-941,PRODUCCION,DTH,DTH-63,4.52,5.8,29.91,7.1,34.6
997,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD074,BK-394,PRODUCCION,DTH,DTH-37,5.95,6.37,30.03,7.1,11.5
985,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD074,BK-464,PRODUCCION,DTH,DTH-84,18.5,18.86,35.21,7.1,11.6
986,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD074,BK-367,PRODUCCION,DTH,DTH-30,19.29,19.91,32.82,7.1,20.3
987,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD074,BK-727,PRODUCCION,DTH,DTH-58,20.12,21.15,30.85,7.1,34.4
988,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD074,BK-246,PRODUCCION,DTH,DTH-32,21.55,22.05,32.82,7.1,17.1
989,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD074,BK-445,PRODUCCION,DTH,DTH-67,22.2,23.03,35.74,7.1,28.8
990,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD074,BK-722,PRODUCCION,DTH,DTH-64,23.27,23.64,31.73,7.1,11.1
991,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD074,BK-427,PRODUCCION,DTH,DTH-32,23.82,0.58,31.45,7.1,25.8
1011,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD076,BK-208,PRODUCCION,DTH,DTH-49,0.41,1.21,28.05,6.0,23.9
1012,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD076,BK-426,PRODUCCION,DTH,DTH-56,1.64,2.81,23.72,6.0,24.3
1013,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD076,BK-891,PRODUCCION,DTH,DTH-82,3.28,3.89,23.86,6.0,13.4
1014,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD076,BK-714,PRODUCCION,DTH,DTH-19,4.17,5.12,24.95,6.0,23.4
1015,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B206,TD076,BK-541,PRODUCCION,DTH,DTH-98,5.4,6.1,25.63,6.0,18.1
1007,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B206,TD076,BK-188,PRODUCCION,DTH,DTH-58,19.67,20.83,24.36,6.0,30.5
1008,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD076,BK-339,PRODUCCION,DTH,DTH-12,20.97,22.28,23.77,6.0,32.4
1009,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B215,TD076,BK-667,PRODUCCION,DTH,DTH-56,22.56,23.05,27.13,6.0,14.3
1010,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B101,TD076,BK-986,PRODUCCION,DTH,DTH-80,23.14,0.03,23.77,6.0,23.0
1021,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD077,BK-482,PRODUCCION,DTH,DTH-50,0.17,1.11,25.83,8.3,21.7
1022,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD077,BK-168,PRODUCCION,DTH,DTH-97,1.38,2.3,27.14,8.3,27.2
1023,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B215,TD077,BK-148,PRODUCCION,DTH,DTH-28,2.36,2.82,28.32,8.3,11.6
1024,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B206,TD077,BK-519,PRODUCCION,DTH,DTH-70,3.07,3.8,29.16,8.3,18.8
1025,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B206,TD077,BK-277,PRODUCCION,DTH,DTH-46,4.25,4.64,30.71,8.3,12.8
1026,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD077,BK-736,PRODUCCION,DTH,DTH-73,5.13,6.03,27.25,8.3,23.1
1016,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B206,TD077,BK-494,PRODUCCION,DTH,DTH-83,18.74,19.95,30.37,8.3,39.4
1017,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD077,BK-364,PRODUCCION,DTH,DTH-20,20.16,20.77,31.1,8.3,21.0
1018,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B206,TD077,BK-904,PRODUCCION,DTH,DTH-56,20.95,22.16,27.85,8.3,31.3
1019,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD077,BK-387,PRODUCCION,DTH,DTH-73,22.2,23.02,28.06,8.3,24.7
1020,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B101,TD077,BK-356,PRODUCCION,DTH,DTH-74,23.05,23.85,30.49,8.3,22.6
1041,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B215,TD079,BK-884,PRODUCCION,DTH,DTH-76,0.26,1.02,27.32,4.8,20.1
1042,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B101,TD079,BK-285,PRODUCCION,DTH,DTH-68,1.07,2.35,28.92,4.8,33.5
1043,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD079,BK-288,PRODUCCION,DTH,DTH-13,2.38,3.67,26.18,4.8,30.7
1044,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B101,TD079,BK-332,PRODUCCION,DTH,DTH-32,3.91,5.05,30.32,4.8,36.1
1045,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B215,TD079,BK-393,PRODUCCION,DTH,DTH-97,5.15,6.38,26.1,4.8,34.3
1037,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B323,TD079,BK-122,PRODUCCION,DTH,DTH-63,19.84,20.91,26.4,4.8,24.5
1038,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD079,BK-282,PRODUCCION,DTH,DTH-66,21.13,21.86,26.22,4.8,19.5
1039,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,FERROBAMBA,B215,TD079,BK-632,PRODUCCION,DTH,DTH-61,22.17,22.96,27.5,4.8,20.0
1040,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,FERROBAMBA,B323,TD079,BK-331,PRODUCCION,DTH,DTH-88,23.24,23.91,26.02,4.8,15.2
1059,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD091,BK-510,PRODUCCION,RTR,RTR-54,0.2,1.45,28.62,8.7,32.6
1060,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD091,BK-682,PRODUCCION,RTR,RTR-42,1.58,2.53,30.27,8.7,24.7
1061,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B206,TD091,BK-799,PRODUCCION,RTR,RTR-95,2.69,3.45,27.54,8.7,22.2
1062,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD091,BK-419,PRODUCCION,RTR,RTR-71,3.52,4.87,29.14,8.7,40.4
1063,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B323,TD091,BK-886,PRODUCCION,RTR,RTR-30,4.99,6.32,28.38,8.7,38.0
1055,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD091,BK-723,PRODUCCION,RTR,RTR-30,19.68,20.79,27.16,8.7,32.0
1056,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B101,TD091,BK-266,PRODUCCION,RTR,RTR-93,20.87,21.46,28.44,8.7,17.7
1057,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B206,TD091,BK-119,PRODUCCION,RTR,RTR-79,21.87,23.1,27.26,8.7,35.6
1058,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD091,BK-949,PRODUCCION,RTR,RTR-35,23.34,23.94,30.96,8.7,18.6
1077,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B215,TD092,BK-114,PRODUCCION,RTR,RTR-76,0.48,1.11,23.31,4.4,13.1
1078,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B323,TD092,BK-548,PRODUCCION,RTR,RTR-38,1.18,2.33,22.52,4.4,24.2
1079,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD092,BK-846,PRODUCCION,RTR,RTR-89,2.39,3.66,20.42,4.4,26.0
1080,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD092,BK-881,PRODUCCION,RTR,RTR-77,3.85,4.49,23.59,4.4,15.7
1081,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD092,BK-108,PRODUCCION,RTR,RTR-62,4.89,5.6,19.34,4.4,13.3
1073,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B215,TD092,BK-224,PRODUCCION,RTR,RTR-50,19.72,20.86,22.55,4.4,26.5
1074,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B206,TD092,BK-684,PRODUCCION,RTR,RTR-15,21.19,21.58,21.98,4.4,9.0
1075,Mina Bambas Rotativas - Ferrobamba,2026-01-12,B,CHALCOBAMBA,B101,TD092,BK-176,PRODUCCION,RTR,RTR-41,21.73,22.76,22.29,4.4,24.4
1076,Mina Bambas Rotativas - Chalcobamba,2026-01-12,B,CHALCOBAMBA,B206,TD092,BK-514,PRODUCCION,RTR,RTR-38,23.04,0.32,21.58,4.4,27.0
1082,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B206,TD030,BK-979,PRODUCCION,DTH,DTH-75,7.46,7.87,31.17,4.7,11.4
1083,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B323,TD030,BK-875,PRODUCCION,DTH,DTH-95,7.95,8.41,31.28,4.7,15.3
1084,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD030,BK-568,PRODUCCION,DTH,DTH-68,8.49,8.84,33.73,4.7,10.3
1085,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B206,TD030,BK-322,PRODUCCION,DTH,DTH-60,9.21,10.17,29.61,4.7,28.9
1086,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B206,TD030,BK-519,PRODUCCION,DTH,DTH-85,10.41,11.39,29.67,4.7,30.1
1087,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B206,TD030,BK-569,PRODUCCION,DTH,DTH-98,11.74,12.23,31.28,4.7,13.8
1088,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD030,BK-730,PRODUCCION,DTH,DTH-52,12.67,13.96,29.83,4.7,38.5
1099,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B323,TD072,BK-757,PRODUCCION,DTH,DTH-16,6.7,7.76,32.47,7.6,31.4
1100,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B323,TD072,BK-566,PRODUCCION,DTH,DTH-46,8.22,8.69,31.28,7.6,13.5
1101,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B215,TD072,BK-989,PRODUCCION,DTH,DTH-89,8.92,9.7,28.76,7.6,19.9
1102,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B206,TD072,BK-981,PRODUCCION,DTH,DTH-27,9.72,10.68,29.8,7.6,26.8
1103,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B101,TD072,BK-395,PRODUCCION,DTH,DTH-12,11.17,11.83,31.0,7.6,21.4
1104,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B323,TD072,BK-343,PRODUCCION,DTH,DTH-15,12.15,13.41,27.45,7.6,33.3
1105,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B101,TD072,BK-601,PRODUCCION,DTH,DTH-44,13.46,14.29,30.69,7.6,27.3
1106,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B101,TD072,BK-858,PRODUCCION,DTH,DTH-44,14.41,15.17,29.28,7.6,21.2
1107,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B323,TD072,BK-632,PRODUCCION,DTH,DTH-61,15.4,16.27,32.51,7.6,28.9
1108,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B323,TD072,BK-804,PRODUCCION,DTH,DTH-97,16.48,17.18,32.1,7.6,23.1
1109,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD073,BK-938,PRODUCCION,DTH,DTH-21,7.65,8.47,30.4,7.0,25.2
1110,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B101,TD073,BK-981,PRODUCCION,DTH,DTH-36,8.96,9.35,29.44,7.0,10.6
1111,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B101,TD073,BK-987,PRODUCCION,DTH,DTH-88,9.67,10.12,28.09,7.0,13.0
1112,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B215,TD073,BK-563,PRODUCCION,DTH,DTH-33,10.27,10.74,30.62,7.0,14.6
1113,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B323,TD073,BK-847,PRODUCCION,DTH,DTH-54,10.94,11.96,33.02,7.0,30.1
1114,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B215,TD073,BK-765,PRODUCCION,DTH,DTH-88,12.28,13.4,33.2,7.0,34.1
1115,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B323,TD073,BK-938,PRODUCCION,DTH,DTH-52,13.75,14.92,32.56,7.0,41.2
1116,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B323,TD073,BK-704,PRODUCCION,DTH,DTH-53,14.96,16.23,29.43,7.0,33.1
1117,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD073,BK-833,PRODUCCION,DTH,DTH-62,16.27,16.91,27.71,7.0,16.9
1118,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B101,TD073,BK-600,PRODUCCION,DTH,DTH-50,17.01,18.31,30.66,7.0,35.4
1127,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B215,TD074,BK-804,PRODUCCION,DTH,DTH-81,7.83,8.29,32.09,8.7,15.4
1128,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B323,TD074,BK-418,PRODUCCION,DTH,DTH-86,8.65,9.46,28.23,8.7,23.5
1129,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B323,TD074,BK-906,PRODUCCION,DTH,DTH-32,9.85,10.58,28.66,8.7,21.0
1130,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD074,BK-677,PRODUCCION,DTH,DTH-68,10.66,11.46,29.97,8.7,26.2
1131,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B206,TD074,BK-893,PRODUCCION,DTH,DTH-75,11.6,12.81,28.82,8.7,31.8
1132,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B206,TD074,BK-882,PRODUCCION,DTH,DTH-51,13.16,14.38,29.07,8.7,35.7
1133,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B101,TD074,BK-563,PRODUCCION,DTH,DTH-45,14.64,15.32,28.41,8.7,17.4
1134,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,CHALCOBAMBA,B206,TD074,BK-176,PRODUCCION,DTH,DTH-89,15.65,17.0,32.01,8.7,37.2
1135,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,CHALCOBAMBA,B323,TD074,BK-173,PRODUCCION,DTH,DTH-69,17.13,18.07,28.36,8.7,24.8
1168,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B323,TD079,BK-784,PRODUCCION,DTH,DTH-89,7.91,8.77,34.48,6.3,31.1
1169,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B323,TD079,BK-938,PRODUCCION,DTH,DTH-43,9.02,10.38,36.5,6.3,52.5
1170,Mina Bambas Rotativas - Chalcobamba,2026-01-13,A,FERROBAMBA,B101,TD079,BK-879,PRODUCCION,DTH,DTH-79,10.71,11.94,31.61,6.3,41.1
1171,Mina Bambas Rotativas - Ferrobamba,2026-01-13,A,FERROBAMBA,B323,TD079,BK-123,PRODUCCION,DTH,DTH-98,12.12,13.41,34.54,6.3,43.6
